from,to,cost
12,25,10.2034
12,26,9.256
12,27,6.4796
12,28,12.5887
12,29,10.4083
12,30,12.2322
12,31,10.6226
12,32,7.7706
12,33,8.3937
12,34,6.0182
12,35,12.7332
12,36,9.4565
12,37,7.6184
12,38,3.5658
12,39,5.9979
12,40,8.1539
12,41,5.9223
12,42,5.4048
12,43,3.3729
12,44,1.2021
12,45,2.1229
12,46,2.4712
12,47,3.959
12,48,7.1054
12,49,7.9487
12,50,6.0146
12,51,4.6778
12,52,6.5962
12,53,5.8563
12,54,8.4199
12,55,10.2828
12,56,3.3924
12,57,8.6621
12,58,9.3659
12,59,10.4498
12,60,13.6834
12,61,11.6031
12,62,13.4752
12,63,11.9191
12,64,9.8658
12,65,10.1859
12,66,11.5727
12,67,11.4108
12,68,6.9402
12,69,5.685
12,70,3.4515
12,71,7.1898
12,72,7.1975
12,73,5.166
12,74,5.9397
12,75,7.3062
12,76,9.5201
12,77,9.6913
12,78,11.5791
12,79,11.1984
12,80,9.3022
12,81,9.1904
12,82,7.2819
12,83,7.7398
12,84,5.3072
12,85,5.3929
12,86,3.2597
12,87,6.9205
12,88,7.664
12,89,6.1402
12,90,3.3118
12,91,9.3853
12,92,9.5182
12,93,9.069
12,94,5.5673
12,95,9.5038
12,96,6.3339
12,97,4.6086
12,98,5.4752
12,99,1.2478
12,100,2.4786
12,101,3.9666
12,102,7.0031
12,103,7.2621
12,104,8.572
12,105,6.8188
12,106,4.9437
12,107,6.7425
12,108,7.3321
12,109,8.9207
12,110,5.3736
12,111,12.4507
12,112,3.295
12,113,4.8596
12,114,8.0329
12,115,8.7001
12,116,7.6078
12,117,7.4683
12,118,8.6135
